,disaster,id,name,time,label_exists,target_exists,gsd,capture_date,disaster_type,height,width,original_height,original_width,NA,destroyed,major-damage,minor-damage,no-damage,un-classified
150,mexico-earthquake,00000096,mexico-earthquake_00000096_pre_disaster.png,pre,True,True,1.3783635,2017-01-04T17:31:25.156Z,earthquake,1024,1024,1024,1024,3,0,0,0,0,0
151,hurricane-florence,00000446,hurricane-florence_00000446_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,5,1,2,0
152,socal-fire,00001203,socal-fire_00001203_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
153,santa-rosa-wildfire,00000274,santa-rosa-wildfire_00000274_pre_disaster.png,pre,True,True,2.149289,2017-05-21T19:19:19.000Z,fire,1024,1024,1024,1024,2,0,0,0,0,0
154,socal-fire,00000788,socal-fire_00000788_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,1,3,0,0,0
155,socal-fire,00000975,socal-fire_00000975_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
156,mexico-earthquake,00000053,mexico-earthquake_00000053_pre_disaster.png,pre,True,True,1.3783635,2017-01-04T17:31:25.156Z,earthquake,1024,1024,1024,1024,412,0,0,0,0,0
157,midwest-flooding,00000087,midwest-flooding_00000087_post_disaster.png,post,True,True,1.3587263,2019-05-30T17:35:22.000Z,flooding,1024,1024,1024,1024,0,0,0,0,0,0
158,hurricane-florence,00000259,hurricane-florence_00000259_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,11,0,0,0
159,hurricane-michael,00000494,hurricane-michael_00000494_pre_disaster.png,pre,True,True,2.2217438,2017-10-05T16:51:27.000Z,wind,1024,1024,1024,1024,112,0,0,0,0,0
160,mexico-earthquake,00000047,mexico-earthquake_00000047_pre_disaster.png,pre,True,True,1.3783635,2017-01-04T17:31:25.156Z,earthquake,1024,1024,1024,1024,248,0,0,0,0,0
161,socal-fire,00001353,socal-fire_00001353_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,6,0
162,palu-tsunami,00000073,palu-tsunami_00000073_post_disaster.png,post,True,True,2.8247435,2018-10-01T02:26:02.000Z,tsunami,1024,1024,1024,1024,0,34,3,0,79,0
163,hurricane-matthew,00000341,hurricane-matthew_00000341_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,20,0,0,0,0,0
164,socal-fire,00000619,socal-fire_00000619_pre_disaster.png,pre,True,True,2.1259935000000003,2018-10-23T18:51:21.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
165,santa-rosa-wildfire,00000111,santa-rosa-wildfire_00000111_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,48,0,0,6,0
166,hurricane-harvey,00000060,hurricane-harvey_00000060_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,0,1,1,0,0
167,socal-fire,00000106,socal-fire_00000106_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,5,0,0,0,0
168,hurricane-harvey,00000073,hurricane-harvey_00000073_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,13,0,0,0,0,0
169,hurricane-florence,00000060,hurricane-florence_00000060_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,0,0,13,1
170,hurricane-michael,00000233,hurricane-michael_00000233_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,0,0,0,4,0
171,socal-fire,00001257,socal-fire_00001257_pre_disaster.png,pre,True,True,1.9003485,2018-10-23T18:50:43.000Z,fire,1024,1024,1024,1024,56,0,0,0,0,0
172,socal-fire,00001242,socal-fire_00001242_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
173,socal-fire,00000015,socal-fire_00000015_pre_disaster.png,pre,True,True,2.1259935000000003,2018-10-23T18:51:21.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
174,hurricane-florence,00000084,hurricane-florence_00000084_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,0,0,52,3
175,midwest-flooding,00000381,midwest-flooding_00000381_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,11,0,0,0,0,0
176,hurricane-matthew,00000137,hurricane-matthew_00000137_post_disaster.png,post,True,True,1.59234964847565,2016-10-10T16:04:56.646Z,wind,1024,1024,1024,1024,0,3,1,0,0,0
177,hurricane-matthew,00000167,hurricane-matthew_00000167_post_disaster.png,post,True,True,1.59234964847565,2016-10-10T16:04:56.646Z,wind,1024,1024,1024,1024,0,15,1,0,0,9
178,guatemala-volcano,00000019,guatemala-volcano_00000019_pre_disaster.png,pre,True,True,1.3459189,2018-02-05T17:10:18.000Z,volcano,1024,1024,1024,1024,22,0,0,0,0,0
179,socal-fire,00000921,socal-fire_00000921_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
180,hurricane-michael,00000265,hurricane-michael_00000265_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,24,0,0,0,0,0
181,socal-fire,00000367,socal-fire_00000367_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,3,0,0,0,0
182,hurricane-matthew,00000363,hurricane-matthew_00000363_post_disaster.png,post,True,True,1.59234964847565,2016-10-10T16:04:56.646Z,wind,1024,1024,1024,1024,0,3,2,0,0,2
183,santa-rosa-wildfire,00000351,santa-rosa-wildfire_00000351_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,11,0,0,11,0
184,hurricane-harvey,00000029,hurricane-harvey_00000029_pre_disaster.png,pre,True,True,1.9022960000000002,2017-02-16T17:11:21.000Z,flooding,1024,1024,1024,1024,90,0,0,0,0,0
185,palu-tsunami,00000087,palu-tsunami_00000087_post_disaster.png,post,True,True,2.8247435,2018-10-01T02:26:02.000Z,tsunami,1024,1024,1024,1024,0,2,0,0,1185,1
186,hurricane-harvey,00000212,hurricane-harvey_00000212_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,13,0,0,0,0,0
187,socal-fire,00000949,socal-fire_00000949_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,2,0,0,0,0,0
188,hurricane-florence,00000419,hurricane-florence_00000419_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,6,0,0,0
189,santa-rosa-wildfire,00000369,santa-rosa-wildfire_00000369_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,20,3,0,4,0
190,socal-fire,00000519,socal-fire_00000519_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
191,mexico-earthquake,00000089,mexico-earthquake_00000089_pre_disaster.png,pre,True,True,1.3783635,2017-01-04T17:31:25.156Z,earthquake,1024,1024,1024,1024,340,0,0,0,0,0
192,hurricane-harvey,00000108,hurricane-harvey_00000108_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,102,0,0,0,0,0
193,midwest-flooding,00000047,midwest-flooding_00000047_pre_disaster.png,pre,True,True,2.090686,2019-01-26T17:17:36.000Z,flooding,1024,1024,1024,1024,131,0,0,0,0,0
194,hurricane-matthew,00000052,hurricane-matthew_00000052_post_disaster.png,post,True,True,2.37887692,2016-10-01T15:29:45.000Z,wind,1024,1024,1024,1024,0,0,0,13,9,5
195,hurricane-florence,00000193,hurricane-florence_00000193_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,10,0,0,0,0,0
196,socal-fire,00000840,socal-fire_00000840_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,33,0
197,hurricane-harvey,00000280,hurricane-harvey_00000280_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,2,6,4,0,6
198,hurricane-harvey,00000069,hurricane-harvey_00000069_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,2,12,0,0,0
199,hurricane-harvey,00000381,hurricane-harvey_00000381_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,142,0,0,0,0,0
200,hurricane-harvey,00000204,hurricane-harvey_00000204_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,0,0,0,14,23
201,hurricane-matthew,00000136,hurricane-matthew_00000136_post_disaster.png,post,True,True,2.7733664499999997,2016-10-09T15:32:03.000Z,wind,1024,1024,1024,1024,0,0,0,0,4,0
202,hurricane-michael,00000236,hurricane-michael_00000236_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,96,0,0,0,0,0
203,socal-fire,00001071,socal-fire_00001071_pre_disaster.png,pre,True,True,1.9003485,2018-10-23T18:50:43.000Z,fire,1024,1024,1024,1024,1,0,0,0,0,0
204,hurricane-florence,00000472,hurricane-florence_00000472_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,30,0,0,0,0,0
205,hurricane-michael,00000360,hurricane-michael_00000360_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,4,3,6,40,0
206,socal-fire,00001237,socal-fire_00001237_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,1,0,0,0,0
207,socal-fire,00001050,socal-fire_00001050_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
208,socal-fire,00000008,socal-fire_00000008_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
209,socal-fire,00000282,socal-fire_00000282_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
210,socal-fire,00001118,socal-fire_00001118_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,1
211,hurricane-florence,00000357,hurricane-florence_00000357_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,31,0,0,0,0,0
212,hurricane-florence,00000122,hurricane-florence_00000122_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,0,3,0,1
213,midwest-flooding,00000200,midwest-flooding_00000200_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,0,0,0,0,0
214,hurricane-matthew,00000231,hurricane-matthew_00000231_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,33,0,0,0,0,0
215,hurricane-matthew,00000379,hurricane-matthew_00000379_post_disaster.png,post,True,True,1.59234964847565,2016-10-10T16:04:56.646Z,wind,1024,1024,1024,1024,0,4,3,0,0,1
216,socal-fire,00000709,socal-fire_00000709_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
217,socal-fire,00000471,socal-fire_00000471_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
218,socal-fire,00000859,socal-fire_00000859_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
219,hurricane-harvey,00000444,hurricane-harvey_00000444_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,43,0,0,0,0,0
220,hurricane-harvey,00000257,hurricane-harvey_00000257_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,9,0,0,0,0,0
221,hurricane-florence,00000275,hurricane-florence_00000275_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,0,0,0,1
222,palu-tsunami,00000007,palu-tsunami_00000007_pre_disaster.png,pre,True,True,2.0312154,2017-01-24T02:18:34.285Z,tsunami,1024,1024,1024,1024,31,0,0,0,0,0
223,hurricane-matthew,00000095,hurricane-matthew_00000095_pre_disaster.png,pre,True,True,1.91168606,2013-01-05T16:02:21.000Z,wind,1024,1024,1024,1024,193,0,0,0,0,0
224,hurricane-matthew,00000269,hurricane-matthew_00000269_post_disaster.png,post,True,True,2.72200345993042,2016-10-11T15:59:14.035Z,wind,1024,1024,1024,1024,0,0,0,0,0,0
225,hurricane-matthew,00000388,hurricane-matthew_00000388_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,0,0,0,0,0,0
226,hurricane-harvey,00000520,hurricane-harvey_00000520_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,1,0,0,0,0,0
227,midwest-flooding,00000161,midwest-flooding_00000161_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,12,0,0,0,0,0
228,midwest-flooding,00000109,midwest-flooding_00000109_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,19,0,0,0,0,0
229,socal-fire,00001348,socal-fire_00001348_pre_disaster.png,pre,True,True,1.9003485,2018-10-23T18:50:43.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
230,socal-fire,00000101,socal-fire_00000101_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
231,hurricane-michael,00000236,hurricane-michael_00000236_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,6,6,40,42,2
232,hurricane-matthew,00000155,hurricane-matthew_00000155_post_disaster.png,post,True,True,1.59234964847565,2016-10-10T16:04:56.646Z,wind,1024,1024,1024,1024,0,13,0,0,1,0
233,socal-fire,00000984,socal-fire_00000984_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
234,hurricane-michael,00000415,hurricane-michael_00000415_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1025,1025,0,0,6,6,19,0
235,midwest-flooding,00000022,midwest-flooding_00000022_pre_disaster.png,pre,True,True,2.090686,2019-01-26T17:17:36.000Z,flooding,1024,1024,1024,1024,277,0,0,0,0,0
236,socal-fire,00000467,socal-fire_00000467_pre_disaster.png,pre,True,True,2.1259935000000003,2018-10-23T18:51:21.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
237,hurricane-matthew,00000060,hurricane-matthew_00000060_pre_disaster.png,pre,True,True,1.91168606,2013-01-05T16:02:21.000Z,wind,1024,1024,1024,1024,79,0,0,0,0,0
238,palu-tsunami,00000040,palu-tsunami_00000040_post_disaster.png,post,True,True,2.8247435,2018-10-01T02:26:02.000Z,tsunami,1024,1024,1024,1024,0,2,0,0,56,0
239,palu-tsunami,00000107,palu-tsunami_00000107_post_disaster.png,post,True,True,2.8247435,2018-10-01T02:26:02.000Z,tsunami,1024,1024,1024,1024,0,12,5,0,59,0
240,santa-rosa-wildfire,00000095,santa-rosa-wildfire_00000095_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,0,0,0,161,0
241,hurricane-florence,00000372,hurricane-florence_00000372_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,0,0,38,0
242,hurricane-harvey,00000053,hurricane-harvey_00000053_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,0,0,0,0,0,0
243,hurricane-harvey,00000221,hurricane-harvey_00000221_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,4,0,0,0,0
244,santa-rosa-wildfire,00000209,santa-rosa-wildfire_00000209_pre_disaster.png,pre,True,True,1.6719055,2017-06-21T19:09:01.000Z,fire,1024,1024,1024,1024,31,0,0,0,0,0
245,hurricane-harvey,00000134,hurricane-harvey_00000134_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,155,0,0,0,0,0
246,santa-rosa-wildfire,00000306,santa-rosa-wildfire_00000306_pre_disaster.png,pre,True,True,2.149289,2017-05-21T19:19:19.000Z,fire,1024,1024,1024,1024,15,0,0,0,0,0
247,hurricane-matthew,00000402,hurricane-matthew_00000402_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,0,0,0,0,0,0
248,hurricane-harvey,00000313,hurricane-harvey_00000313_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,0,0,0,0,0
249,hurricane-michael,00000156,hurricane-michael_00000156_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,7,2,5,29,2
250,hurricane-florence,00000078,hurricane-florence_00000078_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,5,0,0,0,0,0
251,hurricane-michael,00000029,hurricane-michael_00000029_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,0,0,0,0,0,0
252,mexico-earthquake,00000173,mexico-earthquake_00000173_post_disaster.png,post,True,True,2.6503215,2017-09-20T17:46:11.000Z,earthquake,1024,1024,1024,1024,0,0,0,0,684,0
253,hurricane-matthew,00000238,hurricane-matthew_00000238_post_disaster.png,post,True,True,1.59234964847565,2016-10-10T16:04:56.646Z,wind,1024,1024,1024,1024,0,4,0,1,0,0
254,socal-fire,00000581,socal-fire_00000581_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
255,santa-rosa-wildfire,00000176,santa-rosa-wildfire_00000176_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,5,0,0,4,0
256,socal-fire,00001297,socal-fire_00001297_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
257,socal-fire,00001092,socal-fire_00001092_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,59,0,0,0,0,0
258,socal-fire,00000770,socal-fire_00000770_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,60,0
259,hurricane-florence,00000132,hurricane-florence_00000132_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,6,0,0,0,0,0
260,socal-fire,00000596,socal-fire_00000596_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,3,0
261,midwest-flooding,00000253,midwest-flooding_00000253_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,1,1,0,79,1
262,hurricane-michael,00000233,hurricane-michael_00000233_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,4,0,0,0,0,0
263,santa-rosa-wildfire,00000233,santa-rosa-wildfire_00000233_pre_disaster.png,pre,True,True,1.6719055,2017-06-21T19:09:01.000Z,fire,1024,1024,1024,1024,6,0,0,0,0,0
264,hurricane-matthew,00000187,hurricane-matthew_00000187_post_disaster.png,post,True,True,1.59234964847565,2016-10-10T16:04:56.646Z,wind,1024,1024,1024,1024,0,0,0,0,0,0
265,midwest-flooding,00000316,midwest-flooding_00000316_post_disaster.png,post,True,True,1.3587263,2019-05-30T17:35:22.000Z,flooding,1024,1024,1024,1024,0,0,0,0,8,0
266,hurricane-florence,00000438,hurricane-florence_00000438_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,7,0,0,0
267,midwest-flooding,00000237,midwest-flooding_00000237_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,0,0,1,48,0
268,hurricane-michael,00000547,hurricane-michael_00000547_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,0,1,5,14,0
269,socal-fire,00001301,socal-fire_00001301_pre_disaster.png,pre,True,True,1.9003485,2018-10-23T18:50:43.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
270,midwest-flooding,00000358,midwest-flooding_00000358_post_disaster.png,post,True,True,1.3587263,2019-05-30T17:35:22.000Z,flooding,1024,1024,1024,1024,0,0,0,0,17,2
271,midwest-flooding,00000259,midwest-flooding_00000259_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,0,0,0,55,0
272,palu-tsunami,00000187,palu-tsunami_00000187_pre_disaster.png,pre,True,True,2.2467656000000003,2018-02-20T02:24:45.000Z,tsunami,1024,1024,1024,1024,13,0,0,0,0,0
273,midwest-flooding,00000086,midwest-flooding_00000086_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,1,0,0,0,0,0
274,socal-fire,00000489,socal-fire_00000489_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,1,0,0,8,0
275,socal-fire,00001225,socal-fire_00001225_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,3,0,0,0,0,0
276,midwest-flooding,00000018,midwest-flooding_00000018_post_disaster.png,post,True,True,1.7392077000000001,2019-05-31T16:54:31.000Z,flooding,1024,1024,1024,1024,0,0,0,4,166,11
277,socal-fire,00001023,socal-fire_00001023_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,35,0,0,0,0,0
278,socal-fire,00001035,socal-fire_00001035_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,2,0,0,3,1
